Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_9664,"Sidai baju jngan selerak,",Biar teratur dan rapi;,"Jom leraikan segala wabak,",Setiap arahan bersama hadapi.
Pantun_9665,"Senduduk menjalar di atas ban,",Peria subur di tanah pamah;,"Barisan hadapan sanggup berkorban,",Berkorban kita duduk di rumah.
Pantun_9666,"Memang cantik bunga tajaan,",Tersusun rapi ikut sajambak;,"Duduk rumak bantu kerajaan,",Semoga terputus rantaian wabak.
Pantun_9667,"Semboyan angkatan berbaris tegak,",Tiupan berkumandang semangat berdetak;,"Barisan hadapan menangkis wabak,",Barisan belakang doa ditebak.
Pantun_9668,"Kebaya cantik dijahit jelujur,",Sepasang kurung disulam kreatif;,"Kumpul statistik graf diunjur,",Ratanya lengkung tanda positif.
Pantun_9669,Bergalah sampan hala muara,Berat muatan buluh berbilah;,"Barisan hadapan wira negara,",Beri kekuatan dilindungi Allah.
Pantun_9670,"Berminggu minggu di dalam rumah,",Agar covid tidak berjangkit;,"Masa di luangkan penuh berhemah,",Demi memutuskan jangkitan penyakit.
Pantun_9671,"Bersopan berbudi adat dijunjung,",Membawa berkat walau sedikit;,"Barisan hadapan budi mu disanjung,",Berusaha menyelamat kan nyawa pesakit.
Pantun_9672,"Dari papan dibuat reban,",Reban untuk anak angsa;,"Baris hadapan setia berkorban,",Demi kesejahteraan nusa bangsa.
Pantun_9673,"Dengar radio dipagi hari,",Seronok sungguh terhibur hati;,"Cuci tangan bersihkan diri,",Takkan penyakit berani mendekati.
Pantun_9674,"Jatuh sedahan berangan liar,",Lari rerama terbang mendadak;,"Patuh arahan jangan keluar,",Beri kerjasama hapuskan wabak.
Pantun_9675,"Buah melaka tepung pelita,",Juadah hidangan berbuka puasa;,"Berkat Ramadhan didepan mata,",Banyakkan Ibadah jauhkan dosa.
Pantun_9676,"Gatal badan hama melata,",Gatalnya sudah menjadi bisa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9677,"Likat santan roti parata,",Kuah pencicah daging rusa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9678,"Contoh tauladan biar sekata,",Hidup padat sesama desa;,"Berkat ramadhan didepan mata,",Banyakkan ibadat jauhkan dosa.
Pantun_9679,"Terbang undan di tanah rata,",Terbang rendah di hujung desa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9680,"Kelapa pandan dibuat nata,",Sebagai juadah berbuka puasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9681,"Sama sepadan anak kota,",Hidup beradat bawaan desa;,"Berkat ramadhan didepan mata,",Banyakkan ibadat jauhkan dosa.
Pantun_9682,"Burung undan terbang merata,",Terbang rendah ke hujung desa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9683,"Salak setandan duri merata,",Sisir ditadah sibiji merasa;,"Berkat Ramdan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9684,"Seikat pandan bawa ke kota,",Jalan diredah tidak selesa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9685,"Sengat sembilang terkena mata,",Alah bisa tegal biasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9686,"Rambut didandan diikat rata,",Nampak indah cantik dirasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9687,"Terbang sang undan menuju lata,",Tegar meredah tenaga bersisa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9688,"Sepat haruan ikan pelata,",Garam di tambah sesedap rasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9689,"Rapat ke badan disandang senjata,",Kelihatan gagah berbadan sasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9690,"Cermat adunan tersusun kata,",Cantiknya madah indah bahasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9691,"Elok sepadan orang berkata,",Jangan diendah fitnah berbisa;,"Berkat Ramadan di depan mata,",Banyak ibadah jauhkan dosa.
Pantun_9692,"Ke pekan sari niaga satin,",Beli siakap dipesan simpan;,"Jadikan diri warga prihatin,",Contohi sikap barisan hadapan.
Pantun_9693,"Perintah sampai agar pandai,",Duduk dalam kembali damai;,"Melatah andai ingkar bagai,",Tunduk salam penghuni balai.
Pantun_9694,"Berombak lebut ombak di pantai,",Pasir teralih di sapa ombak;,"Jasa dan budi tak ternilai,",Bergadai nyawa melawan wabak.
Pantun_9695,"Bukan ganas tidak waras,",Tetapi tegas menjadi tugas;,"Bukan malas hendak keras,",Tetapi bernas kemudi jelas.
Pantun_9696,"Susu di perah masih segar,",Daun di tangkai susu di curahkan;,"Duduk di rumah jangan keluar,",Covid berantai mesti di putuskan.
Pantun_9697,"Buah nangka letak di papan,",Letak sama buàh cempedak;,"Beri sokongan barisan hadapan,",Katakan ya jangan tidak.
Pantun_9698,"Manisan bunga wangi semerbak,",Menjadi rezeki buat sang lebah;,"Barisan hadapan perangi wabak,",Kita dibelakang teruskan bertabah.
Pantun_9699,"Jaga diri jaga keluarga,",Demi negara yang tercinta;,"Pengorbanan mereka tiada terhingga,",Janganlah kita timbulkan sengketa.
Pantun_9700,"Semua meminta ramai mengharap,",Timbul rindu terasa sebak;,"Marilah kita melangkah sederap,",Saling membantu menghapus wabak.
Pantun_9701,"Cindai bercorak bunga sejambak,",Indah direka si gadis sopan;,"Landaikan kemuncak jangkitan wabak,",Bantulah mereka di barisan hadapan.
Pantun_9702,"Kepuncak bukit ke tanah rata,",Tiba di sana sejuk terasa;,"Berkat Ramadhan di depan mata,",Banyakan ibadah jauhkan dosa.
Pantun_9703,"Cantik sungguh batu permata,",Tidak sepadan dengan suasa;,"Berkat Ramadhan di depan mata,",Banyak kan ibadah jauhkan dosa.
Pantun_9704,"Pokok keladan tepian lata,",Dahan rendah di paut rusa;,"Berkat Ramadhan di depan mata,",Banyakan ibadah jauhkan dosa.
Pantun_9705,"Pokok pandan di tanah rata,",Daun terdedah di laman desa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9706,"Cantik berdandan dara jelita,","Ke pekan Serendah hari Selasa,","Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9707,"Cantik sungguh berkacamata,",Makan angin pergi ke desa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9708,"Luka di badan darah merata,",Helang dipanah Laksamana perkasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9709,"Letak bertindan susunan bata,",Deretan rendah dilanggar angsa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9710,"Ditengah malam pasang pelita,",Sejuknya badan tidak terasa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9711,"Melayah undan ke tanah rata,",Terbangnya rendah ke hujung desa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9712,"Masak nasi campur planta,",Berlauk rendang sedapnya rasa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9713,"Pokok pandan tumbuh merata,",Bawa kepekan hari Selasa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadat jauhkan dosa.
Pantun_9714,"Sakitnya badan menanggung derita,",Inilah padah jiwa terseksa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9715,"Pergi ke pekan singgah dikota,",Beli juadah buat berbuka;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9716,"Ikat pandan masuk kereta,",Bawa ke Kedah hari Selasa;,"Berkat Ramadan didepan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9718,"Pulau Pandan tanahnya rata,",Tempat riadah penduduk desa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9719,"Ramadan dinanti telah tiba,",Bulan rahmat lagi mulia;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9720,"Tidak sepadan tidak sekata,",Alah bisa tegal biasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9721,"Berhati hati gelombang kedua,",Mesti patuh setiap masa;,"Berkat ramadan di depan mata,",Banyak ibadat jauhkan dosa.
Pantun_9722,"Pulau Undan di luar kota,",Negeri Kedah gagah perkasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9723,"Di bulan Ramadhan jatuh cinta,",Sujud syukur kepada yang Esa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9724,"Menyiat pandan hati berkata,",Terima padah sama merasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9725,"Potong pandan di tanah rata,",Hendak jual dipasar Selasa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9726,"Berbagai kuih tidak terkata,",Bulan Ramadhan umat berpuasa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah dijauhi dosa.
Pantun_9727,"Sepasang undan mandi di lata,",Hutan diredah menuju desa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9728,"Seiikat pandan masukan rata,",Masakan mudah bukan biasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9729,"Pisang setandan bawa ke kota,",Bawa sesudah tinggal bersisa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9730,"Pulau Sepadan menyulam cinta,",Kata bermadah menjerut rasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9731,"Anggun berdandan gadis jelita,",Berkurung kedah tampak selesa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9732,"Daun pisang dibuat sata,",Dijadikan juadah berbuka puasa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9733,"Pulau Pandan tempat bercinta,",Kenangan indah masih terasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9734,"Patah dahan jatuh merata,",Hutan diredah penat terasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9735,"Burung undan terbang merata,",Di Pulau Indah hinggap selesa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9736,"Teluk Medan lubuk pelata,",Kuala Kedah lubuk kelisa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9737,"Pekat pandan diaduk serta,",Santan diperah lemaknya rasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9738,"Daun pandan kuih pelita,",Bau harum enaknya rasa;,"Berkat ramadan didepan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9739,"Pencakar langit menghias kota,",Orang di kota sibuk sentiasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9740,"Mencari bidan jalan merata,",Di rumah jiran jumpa selesa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9741,"Burung-burung terbang merata,",Terbang bersama sang angsa;,"Berkat ramadan di depan mata,",Banyak ibadah jauhkn dosa.
Pantun_9742,"Masa PKP bersama keluarga tercinta,",Peluang untuk berbuat jasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9743,"Lemah lembut tutur kata,",Itu lah anak gadis Pak Musa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9745,"Pegaga menjalar merata-rata,",Kena semalu pedih terasa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9746,"Tanam pandan di tanah rata,",Diambil Mak Bedah buat perasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9747,"Tersekat jalan dahan melata,",Terjerat sangkut tanduk di rusa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9748,"Ayuh semua rakyat jelata,",Ikut arahan pihak berkuasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9749,"Pokok pandan tumbuh merata,",Pergi ke sawah di hari Selasa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9750,"Lekat di papan pelbagai carta,",Banyaknya madah dan juga prosa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9751,"Walau bertugas di bulan puasa,",Ibadah lain tidak dilupa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9752,"Seikat pandan bawa ke kota,",Sagu rumbia memikat rasa;,"berkat ramadan di depan mata,",banyakkan ibadah jauhkan dosa.
Pantun_9753,"Sunyi senyap kampung dan kota,",Duduk di rumah rasa selesa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9754,"Walaupun covid tak nampak mata,",Bersihkan diri patuh arahan sentiasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9755,"Cantas tandan biar rata,",Susun padat bawa kedesa;,"Berkat ramadhan didepan mata,",Banyakkan ibadat jauhkan dosa.
Pantun_9756,"Banting tulang kumpul harta,",Harta dikongsi berkat sentiasa;,"Berkat ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9757,"Kalau Tuan pergi ke kota,",Belikan saya seekor angsa;,"Berkat Ramadhan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9758,"Daun pandan tumbuh melata,",Tumbuh rendah subur sentiasa;,"Berkat Ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9759,"Cermat cermat bila berkata,",Tersilap kata diri binasa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9760,"Pisang bertandan bawa ke kota,",Sudah memunggah berjamu laksa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9761,"Daun pandan tumbuh merata,",Dipetik sudah bawa ke desa;,"Berkat ramadan di depan mata,",Banyakkan ibadah jauhkan dosa.
Pantun_9762,"Kerbau membajak sawah di hulu,",Budak gagaukan bermacam ikan;,"Orang yang bijak menyesal dahulu,",Dapat elakkan kerugian keburukan.
Pantun_9763,"Resah di bangsal kawan menanti,",Hujan basahi dada bajunya;,"Usah menyesal berawan hati,",Takdir Ilahi ada hikmahnya.
Pantun_9764,"Jalan krikil mesti ditajak,",Tajak dibangsal simpan sehari;,"Masak berfikir tindakan bijak,",Tidak kesal kemudian hari.
Pantun_9765,"Benang berasal dari kapas,",Diborong biduan di majlis nikah;,"Usah menyesal kejadian lepas,",Jadikan panduan terus melangkah.
Pantun_9766,"Jerat tempua ke dalam sangkar,",Sayu mata pandang ke baran;,"Hindar semua perkara mungkar,",Berhijrah kita ke arah kebenaran.
Pantun_9767,"Pergi ke hutan memburu landak,",Sejenis binatang badan berduri;,"Berfikir dahulu sebelum bertindak,",Jangan menyesal di kemudian hari.
Pantun_9768,"Gigi sebaris putih melepak,",Menjauhi hanyir ikan patin;,"Dikaji habis sebelum bertindak,",Tindakan zahir serta yang batin.
Pantun_9769,"Sudah resmi orang yang bijak,",Orang lama dikenang disanjung;,"Di mana bumi kita berpijak,",Di situ langit patut kita junjung.
Pantun_9770,"Pergi kekota naik perahu,",Sayang pedati ditengah kota;,"Usah berkata kalau tak tahu,",Takut nanti membawa dusta.
Pantun_9771,"Badan letih terasa lesu,",Baik berehat semoga segar;,"Jangan diikut tuntutan nafsu,",Setiap perbuatan dahuluilah sabar.
Pantun_9772,"Indah jambangan di tepi pagar,",Diintai di tingkap terlindung bangsal;,"Dibuat larangan berani dilanggar,",Dah kena tangkap baru menyesal.
Pantun_9773,"Bertemankan rakan mencari makan,",Burung bersiulan merentas desa;,"Fikirkan kebaikan renungkan keburukan,",Elakkan penyesalan yang mungkin dirasa.
Pantun_9774,"Cahaya sekata teriknya sinar,",Di hujung bangsal terbias indah;,"Menitip berita biarlah benar,",Bimbang sesal tiada sudah.
Pantun_9775,"Terang menebaih semak di bendang,",Bendang padi tempat bermain;,"Barang yang lepaih jangan dikenang,",Sudah menjadi hak orang lain.
Pantun_9776,"Sinar cahaya ternampak indah,",Hati melara tidak keruan;,"Rasa percaya hilang sudah,",Bila bicara sekadar gurauan.
Pantun_9777,"Jalan berbatu ke Inderagiri,",Hendak mendaki gunungnya daik;,"Hujan batu di negeri sendiri,",Patut disyukuri dengan terbaik.
Pantun_9778,"Bunga mawar indah berkembang,",Musim hujan berbunga lebat;,"Andai tindakan mengarah sumbang,",Jangan berlengah untuk bertaubat.
Pantun_9779,"Burung merbah terbang rendah,",Hinggap pula diranting mati;,"Fikiran janganlah berubah rubah,",Teguhkan pendirian dalam hati.
Pantun_9780,"Kopi secakir sekeping roti,",buat sarapan untuk adinda;,"akal memikir pelita hati,",suluh kebaikan jalan direda.
Pantun_9781,"Tangkap beruk di tepi sawah,",Makan durian sampai terlena;,"Sudah terantuk baru tengadah,",Sesal kemudian tidak berguna.
Pantun_9782,"Bermandi manda di hulu,",Airnye keroh dikocak bebudak;,"Buat sesuatu fikir dahulu,",Jika betul barulah bertindak.
Pantun_9783,"Kala merenda nanar menyerang,",Berpeluh sakan rata menggetus;,"Gemala minda menyinar terang,",Menyuluh akan kata diputus.
Pantun_9784,"Jarangkan lada buangkan kekwa,",Takir setentang mengguna tajak;,"Lapangkan dada tenangkan jiwa,",Berfikir matang sempurna bijak.
Pantun_9785,"Lekir di hulu nanti dicari,",Keliru busu redah jalannya;,"Berfikir dulu amati diri,",Terburu nafsu padah akhirnya.
Pantun_9786,"Mempelam muda tiada luak,",Semasa mudik bekalan roti;,"Harus waspada hindari riak,",Tutur yang baik terkesan hati.
Pantun_9787,"Datang peria berbaju lembab,",Berdayung kolek ke Inderagiri;,"Perkerti mulia hidup beradab,",Tambah molek merendah diri.
Pantun_9788,"Hening subuh di pagi jumaat,",Kumpul bersama kluarga sendiri;,"Hujan rahmat membawa berkat,",Ramadhan barakah kita syukuri.
Pantun_9789,"Kain di beli dari jawa,",Ambil sehelai terus dilipat;,"Senyum diukir iklaskan jiwa,",Menghormati insan pahala pun dapat.
Pantun_9790,"Dari Segamat pergi ke Johor,",Memang sengaja terud ke Tumpat;,"Solat Jumaat diganti zohor,",Sama saja pahala didapat.
Pantun_9791,"Pokok semalu di pokok mengkudu,",Tumbuhnya satu di batu merkah;,"Senyum selalu semanis madu,",Senyuman itu satu sedekah.
Pantun_9792,"Hutan di hulu nampak si gajah,",Sayang di hilir terlihat kelinci;,"Senyum selalu pengindah wajah,",Keikhlasan lahir dari hati suci.
Pantun_9793,"Dari Lipis ke batu kikir,",Singgah sebentar ke pekan Pontian;,"Manis manis senyum terukir,",Kenangan jumaat Ramadhan 2020 jadi ingatan.
Pantun_9794,"Bawa di raga si buah sawa,",Kutip merata kebun di gunung;,"Senyum ketawa pengubat jiwa,",Cerialah kita jangan bermenung.
Pantun_9795,"Jumaat pagi penuh indah,",Ramadhan ke 8 kita jalani;,"Senyuman di beri satu sedekah,",Buat semua teman di pagi ini.
Pantun_9796,"Pakma sekuntum dipijak gajah,",lunyai merekah terlihat jelas;,"semanis senyum seindah wajah,",senyumlah sedekah paling ikhlas.
Pantun_9797,"Indah di taman di pagi hari,",Mekar melati berbagai jenis;,"Madah senyuman ikhlas diberi,",Menguntum di hati terasa manis.
Pantun_9798,"Aneka jenis ulam-ulaman,",Ketupat manis sebagai penganan;,"Tambahkan manis dalam senyuman,",Kurangkan manis dalam makanan.
Pantun_9799,"Dari lipis ke batu kikir,",Rumah cik Anum di terusan;,"Bulan puasa banyak kan zikir,",Berbuat baik jangan lah bosan.
Pantun_9800,"Jalani Ramadhan turuti syariat,",Tiap amalan Allahkan lihat;,"Berkat sedekah hari Jumaat,",Melimpah rezeki badan pun sihat.
Pantun_9801,"Terbang rendah burung merpati,",Lalu hinggap di atas beranda;,"Senyum diberi seikhlas hati,",Petua sihat awet muda.
Pantun_9802,"Daun pandan daun palas,",Kacang merah di buat inti;,"Senyum sedekah tak minta di balas,",Amalkan lah seikhlas hati.
Pantun_9803,"Bulan terang menyinari taman,",Ternampak ungka meloncat melompat;,"Ceriakan orang dengan senyuman,",Ramai yang suka pahala pun dapat.
Pantun_9804,"Lurus lurus pokok kelapa,",Gugur buah nya dilaman nyonya;,"Hitam sikit tidak mengapa,",Asal saja manis senyumannya.
Pantun_9805,"Delima di laman sudah merekah,",Dibawa ke kedai dibeli kawan;,"Kerana seyuman dara sedekah,",Hatiku tergadai jasadku tertawan.
Pantun_9806,"Penat sangat menanam halia,",Terasa segar mengutip petola;,"Hari jumaat hari mulia,",Bersama kita menambah pahala.
Pantun_9807,"Limau merekah dikupas dimakan,",Bersama ciku sedap rasanya;,"Sedekah senyuman dia berikan,",Hati jiwaku tergadai akhirnya.
Pantun_9808,"Daun pandan hujung merekah,",Simpul cermat usah di sayat;,"Jumaat Ramadhan afdal sedekah,",Syukuri nikmat sepanjang hayat.
Pantun_9809,"Kenjah beria lada di para,",Berdentum takir tega dilangkah;,"Wajah ceria tanda gembira,",Senyum terukir juga sedekah.
Pantun_9810,"Hari ini hari jumaat,",Jangan kita kerumah hamdan;,"Buat pahala jadi manfaat,",Supaya berkat dibulan Ramadhan.
